v1,log_fc,ave_expr,t,p_value,adj_p_val,b,comparison,name,target,de
P10645,0.0785469953195221,1.53805753290128,1.20761094346751,0.270871782367853,0.996386806613002,-4.79426414156558,OnlyComparison,CHGA,ENSG00000100604,not sig
Q13347,0.0785310231475311,1.09299054075941,1.85067670660867,0.11168788653027,0.996386806613002,-4.18840944645628,OnlyComparison,EIF3I,ENSG00000084623,not sig
Q8IX30,0.0784558875812033,-0.628384497363,1.7261914347845,0.133047048348855,0.996386806613002,-4.31100709544551,OnlyComparison,SCUBE3,ENSG00000146197,not sig
P09455,0.078394698729654,0.74019691979418,1.759818989628,0.126913670870842,0.996386806613002,-4.27800707513034,OnlyComparison,RBP1,ENSG00000114115,not sig
P49792,0.0783918165602298,1.59146678040808,1.08670095303654,0.317265627550794,0.996386806613002,-4.89529873851206,OnlyComparison,RANBP2,ENSG00000153201,not sig
P35052,0.0783519473694785,1.05930574864873,0.954513866141774,0.375245456939347,0.996386806613002,-4.99814501158703,OnlyComparison,GPC1,ENSG00000063660,not sig
P55036,0.0781982012715229,0.383367271721174,0.799285831740394,0.453402191728803,0.996386806613002,-5.1068549356868,OnlyComparison,PSMD4,ENSG00000159352,not sig
O60641,0.0781445546018426,0.551861928631574,0.653592139467211,0.536650460871866,0.996386806613002,-5.1950759112353,OnlyComparison,SNAP91,ENSG00000065609,not sig
P54886,0.0779832152217892,0.451675838607595,1.03883773632231,0.337363686388221,0.996386806613002,-4.93352771799698,OnlyComparison,ALDH18A1,ENSG00000059573,not sig
Q8N1F8,0.0779135851936941,-1.04040700179078,1.13077158480092,0.299639782310003,0.996386806613002,-4.85918053039729,OnlyComparison,STK11IP,ENSG00000144589,not sig
Q14444,0.0777467237207012,1.04995966458054,1.02906685654518,0.341590497742208,0.996386806613002,-4.94119818153144,OnlyComparison,CAPRIN1,ENSG00000135387,not sig
P14735,0.0775544331216278,-0.245740713466819,1.33551750951112,0.22825501771632,0.996386806613002,-4.68139637154872,OnlyComparison,IDE,ENSG00000119912,not sig
Q96IG2,0.0774512127243608,-0.882930063734236,1.94101328363939,0.0983364953457075,0.996386806613002,-4.09893308531957,OnlyComparison,FBXL20,ENSG00000108306,not sig
O60488,0.076823139646818,0.623801716861609,1.49723851785892,0.182997527871434,0.996386806613002,-4.53178244259609,OnlyComparison,ACSL4,ENSG00000068366,not sig
Q16539,0.0767973302653937,-1.5232663757745,0.566824987939671,0.590581428292216,0.996386806613002,-5.24049683252533,OnlyComparison,MAPK14,ENSG00000112062,not sig
Q9Y639,0.0767933924980972,0.556315174675876,0.677609508134639,0.522283490079107,0.996386806613002,-5.18153390807944,OnlyComparison,NPTN,ENSG00000156642,not sig
Q14315,0.0764163020866002,2.38241437037473,1.48765000179157,0.185432648846085,0.996386806613002,-4.54082965723816,OnlyComparison,FLNC,ENSG00000128591,not sig
Q9GZQ8,0.0763092836865475,-1.00108278797925,0.912711373354834,0.39521342731409,0.996386806613002,-5.02878872943987,OnlyComparison,MAP1LC3B,ENSG00000140941,not sig
A6NCE7,0.0763092836865475,-1.00108278797925,0.912711373354834,0.39521342731409,0.996386806613002,-5.02878872943987,OnlyComparison,MAP1LC3B2,ENSG00000258102,not sig
Q9C0B0,0.0762676312445221,-0.867317553639125,0.723363998832679,0.495609068115922,0.996386806613002,-5.15461865672363,OnlyComparison,UNK,ENSG00000132478,not sig
O14653,0.0760916509621904,-0.55818102203999,1.86793463893079,0.109005611238145,0.996386806613002,-4.17133721182485,OnlyComparison,GOSR2,ENSG00000108433,not sig
P26599,0.076053252505656,0.696298441379611,1.86357130964346,0.109677709930741,0.996386806613002,-4.17565482075973,OnlyComparison,PTBP1,ENSG00000011304,not sig
P34932,0.0760154992199209,2.07268133463081,0.983904419623323,0.361679947970867,0.996386806613002,-4.97603645214284,OnlyComparison,HSPA4,ENSG00000170606,not sig
P34059,0.0760074882588495,-0.596713019097225,0.552490930829057,0.599786818678286,0.996386806613002,-5.24745636356875,OnlyComparison,GALNS,ENSG00000141012,not sig
O14964,0.0758570902690081,0.286766626462731,1.65798242850219,0.146378421146172,0.996386806613002,-4.37757914184616,OnlyComparison,HGS,ENSG00000185359,not sig
Q13614,0.0757158861307701,0.221562324621999,1.25705121478467,0.253639614131908,0.996386806613002,-4.75129962270655,OnlyComparison,MTMR2,ENSG00000087053,not sig
O43181,0.0754335833585563,0.41332731700265,1.40060724603612,0.208941437602541,0.996386806613002,-4.62199105294461,OnlyComparison,NDUFS4,ENSG00000164258,not sig
P00558,0.0754165739627333,1.92791366181254,1.62138166495871,0.154050087674158,0.996386806613002,-4.41306008346369,OnlyComparison,PGK1,ENSG00000102144,not sig
Q9H0Q0,0.0753113192561861,-1.93517693231511,1.51399115037224,0.178814025966597,0.996386806613002,-4.51592926558248,OnlyComparison,CYRIA,ENSG00000197872,not sig
Q9P031,0.0752847962301537,-1.42763551892399,0.683611951320954,0.518731870502902,0.996386806613002,-5.17808575569311,OnlyComparison,CCDC59,ENSG00000133773,not sig
A6NED2,0.0751491813005019,-2.12732713561373,0.533812585011927,0.611903449903948,0.996386806613002,-5.25628734138183,OnlyComparison,RCCD1,ENSG00000166965,not sig
Q13011,0.0750894614840831,1.13851560764348,1.02555285492008,0.343120980664026,0.996386806613002,-4.9439454076843,OnlyComparison,ECH1,ENSG00000104823,not sig
Q8TER5,0.0750119068006352,-1.15019674481907,1.71884710398391,0.13442428037002,0.996386806613002,-4.31819996146075,OnlyComparison,ARHGEF40,ENSG00000165801,not sig
Q9Y6X4,0.07500669683167,0.286644362135873,1.39990201449903,0.20914254243374,0.996386806613002,-4.62264096566,OnlyComparison,FAM169A,ENSG00000198780,not sig
O00217,0.0749782084674557,0.261540879903096,0.743021417565238,0.484433074470014,0.996386806613002,-5.14261620453509,OnlyComparison,NDUFS8,ENSG00000110717,not sig
Q9UBF6,0.0747721733890534,-0.710817285109826,0.442426093392281,0.673071962488085,0.996386806613002,-5.2955147240145,OnlyComparison,RNF7,ENSG00000114125,not sig
Q9NW07,0.074758393550359,-0.858403279336574,0.47474576371063,0.651092969738975,0.996386806613002,-5.28240838083762,OnlyComparison,ZNF358,ENSG00000198816,not sig
Q14166,0.0746031455857724,0.491289192281506,0.758079429962511,0.475988722673192,0.996386806613002,-5.13324771937449,OnlyComparison,TTLL12,ENSG00000100304,not sig
Q8NFW8,0.0745380680001608,1.27231760259016,1.3592343342224,0.221039515772066,0.996386806613002,-4.65989008217771,OnlyComparison,CMAS,ENSG00000111726,not sig
Q8NF91,0.0745192143833172,-0.686353441896257,2.14520250608658,0.0737496057492479,0.996386806613002,-3.89665249341575,OnlyComparison,SYNE1,ENSG00000131018,not sig
Q9NW15,0.0743742608191026,-0.272872487353248,1.21511404093924,0.268193318375775,0.996386806613002,-4.78780136585236,OnlyComparison,ANO10,ENSG00000160746,not sig
P40763,0.0743082294457327,-1.0377903061845,1.10101294934036,0.311449972804389,0.996386806613002,-4.88366307221638,OnlyComparison,STAT3,ENSG00000168610,not sig
P05109,0.0739721872410756,-0.595054563827058,0.452145138249061,0.666424218709972,0.996386806613002,-5.29166300255211,OnlyComparison,S100A8,ENSG00000143546,not sig
P14927,0.0738077605037371,0.905191694863976,2.01144904875065,0.0890394220723322,0.996386806613002,-4.02907551020682,OnlyComparison,UQCRB,ENSG00000156467,not sig
O14525,0.0737824455240346,-0.848112769237086,1.56939101535081,0.165605982327302,0.996386806613002,-4.4631130411618,OnlyComparison,ASTN1,ENSG00000152092,not sig
Q99719,0.0736782701323331,1.15205437638923,1.05061305293662,0.332325867279871,0.996386806613002,-4.92422252022426,OnlyComparison,SEPTIN5,ENSG00000184702,not sig
Q15293,0.073615635535598,0.785940945698582,1.14480617226793,0.294200948550149,0.996386806613002,-4.8475026304828,OnlyComparison,RCN1,ENSG00000049449,not sig
O76080,0.073586813915108,-0.701265435755257,1.13769682974911,0.296945606325534,0.996386806613002,-4.85342852550809,OnlyComparison,ZFAND5,ENSG00000107372,not sig
Q9Y676,0.0734383708030873,-0.446833611255874,0.903970732814139,0.399489004072902,0.996386806613002,-5.03507345189854,OnlyComparison,MRPS18B,ENSG00000204568,not sig
P41091,0.0732863144498038,0.80697344137479,1.55026955417468,0.170057959401218,0.996386806613002,-4.48140740366992,OnlyComparison,EIF2S3,ENSG00000130741,not sig
Q2VIR3,0.0732863144498038,0.80697344137479,1.55026955417468,0.170057959401218,0.996386806613002,-4.48140740366992,OnlyComparison,EIF2S3B,ENSG00000180574,not sig
P08708,0.0732450106460163,1.51761890907986,1.22075487252124,0.26619467897117,0.996386806613002,-4.78292881383418,OnlyComparison,RPS17,ENSG00000182774,not sig
Q92917,0.0732139232466202,-0.404150801321504,1.46933712839474,0.190166857527024,0.996386806613002,-4.55805310286106,OnlyComparison,GPKOW,ENSG00000068394,not sig
Q14919,0.07321230137871,0.404936988550504,1.9700199790212,0.0943956119535613,0.996386806613002,-4.07016579347114,OnlyComparison,DRAP1,ENSG00000175550,not sig
Q9BRK5,0.0731691922738723,-0.207731451288182,2.14944646974487,0.0733106672334761,0.996386806613002,-3.89246207149445,OnlyComparison,SDF4,ENSG00000078808,not sig
Q93008,0.073135955931912,1.31891555145084,1.48570544129645,0.185930136697446,0.996386806613002,-4.54266203311806,OnlyComparison,USP9X,ENSG00000124486,not sig
P27824,0.0730882665986672,1.90590301448566,2.13681219949419,0.0746252831493086,0.996386806613002,-3.90493964887241,OnlyComparison,CANX,ENSG00000127022,not sig
Q9UEW8,0.0727930448497529,0.76408313764489,1.67547495343713,0.142842104537418,0.996386806613002,-4.36055854485352,OnlyComparison,STK39,ENSG00000198648,not sig
Q96MZ0,0.0726428074531881,0.918005626072594,1.725757521334,0.133128036661282,0.996386806613002,-4.31143221121902,OnlyComparison,GDAP1L1,ENSG00000124194,not sig
P55209,0.0725152027612522,0.545343897387028,1.24143518801984,0.258976861287165,0.996386806613002,-4.7649654506193,OnlyComparison,NAP1L1,ENSG00000187109,not sig
P30519,0.0723154655183113,0.636247472992518,2.22583170538441,0.0658510910523775,0.996386806613002,-3.81722251046936,OnlyComparison,HMOX2,ENSG00000103415,not sig
Q8WYB5,0.0720838029556614,-1.35801262422737,1.13079590947116,0.299630283466015,0.996386806613002,-4.85916036223323,OnlyComparison,KAT6B,ENSG00000156650,not sig
Q96JB5,0.0720739638109684,-0.112791200325396,0.756785140187373,0.476710553126834,0.996386806613002,-5.13405885682036,OnlyComparison,CDK5RAP3,ENSG00000108465,not sig
Q10713,0.0720171716335465,0.782044401260088,1.59888529154934,0.158953475987718,0.996386806613002,-4.4347711874261,OnlyComparison,PMPCA,ENSG00000165688,not sig
Q15560,0.0719728003270848,-0.846653600867456,1.06722495172061,0.325322605375092,0.996386806613002,-4.91098348679577,OnlyComparison,TCEA2,ENSG00000171703,not sig
Q969T4,0.0719529206797099,0.419738499973853,1.17868032296934,0.281415015419326,0.996386806613002,-4.81898225756078,OnlyComparison,UBE2E3,ENSG00000170035,not sig
Q9UL15,0.0717594543092618,-0.178711522399555,1.11004085053028,0.307826983489882,0.996386806613002,-4.8762765324263,OnlyComparison,BAG5,ENSG00000166170,not sig
P00736,0.071564902908399,-0.356167157930739,0.176386381332573,0.865564009095186,0.996386806613002,-5.36965577203638,OnlyComparison,,,not sig
P62258,0.0712091796956269,2.54540271126416,1.31466463242399,0.234771933267822,0.996386806613002,-4.70016603686202,OnlyComparison,YWHAE,ENSG00000108953,not sig
Q9NRA8,0.0711804615478175,-1.6571817790023,1.13339523504045,0.298616689758203,0.996386806613002,-4.85700375236864,OnlyComparison,EIF4ENIF1,ENSG00000184708,not sig
P54278,0.0709931598019469,-1.29037063818228,0.42559787755914,0.684658229204453,0.996386806613002,-5.30200012617317,OnlyComparison,PMS2,ENSG00000122512,not sig
Q68D20,0.0709931598019469,-1.29037063818228,0.42559787755914,0.684658229204453,0.996386806613002,-5.30200012617317,OnlyComparison,,,not sig
Q14202,0.0709901274078026,-0.152220292262692,1.51157902611951,0.179410861295732,0.996386806613002,-4.51821543713519,OnlyComparison,ZMYM3,ENSG00000147130,not sig
P53582,0.0709840603147364,-0.0415363236244675,1.62935113101508,0.152347731957329,0.996386806613002,-4.40535053503217,OnlyComparison,METAP1,ENSG00000164024,not sig
Q9Y5P4,0.070927763998861,-0.199346950893425,1.12872025361099,0.300441737838291,0.996386806613002,-4.86088043245962,OnlyComparison,CERT1,ENSG00000113163,not sig
O43347,0.0708483903210847,0.828865433610525,0.937127155604025,0.383454300701466,0.996386806613002,-5.01100692315668,OnlyComparison,MSI1,ENSG00000135097,not sig
P62979,0.0708083701009228,1.7577049434496,1.63154634184059,0.151881965199708,0.996386806613002,-4.40322529904495,OnlyComparison,RPS27A,ENSG00000143947,not sig
P62987,0.0708083701009228,1.7577049434496,1.63154634184059,0.151881965199708,0.996386806613002,-4.40322529904495,OnlyComparison,UBA52,ENSG00000221983,not sig
P0CG47,0.0708083701009228,1.7577049434496,1.63154634184059,0.151881965199708,0.996386806613002,-4.40322529904495,OnlyComparison,UBB,ENSG00000170315,not sig
P0CG48,0.0708083701009228,1.7577049434496,1.63154634184059,0.151881965199708,0.996386806613002,-4.40322529904495,OnlyComparison,UBC,ENSG00000150991,not sig
Q8IV36,0.0707719681255981,-0.0281769889105021,1.54421251601908,0.171491443823765,0.996386806613002,-4.48718862413378,OnlyComparison,HID1,ENSG00000167861,not sig
Q16629,0.0707050346205748,0.925638928658506,1.09590388220495,0.313515862609114,0.996386806613002,-4.88782727182497,OnlyComparison,SRSF7,ENSG00000115875,not sig
P31689,0.0705793489779177,0.819534689643144,0.797708537429102,0.454252632982499,0.996386806613002,-5.10788523201742,OnlyComparison,DNAJA1,ENSG00000086061,not sig
P49368,0.0705465450272915,1.8654029153986,1.46414175392015,0.191530107283184,0.996386806613002,-4.56292575280824,OnlyComparison,CCT3,ENSG00000163468,not sig
Q1KMD3,0.0705167348421172,1.61450177159441,1.0727974976728,0.323000416466479,0.996386806613002,-4.90651351093194,OnlyComparison,HNRNPUL2,ENSG00000214753,not sig
P00390,0.0704951894014173,0.526321416310542,1.83296018189547,0.114509042997641,0.996386806613002,-4.20592055864522,OnlyComparison,GSR,ENSG00000104687,not sig
Q7Z422,0.0704564556412992,-0.497453138422197,0.925518967245102,0.389011250041505,0.996386806613002,-5.01950229180662,OnlyComparison,SZRD1,ENSG00000055070,not sig
Q16658,0.0703776585244524,2.28230798850361,1.60459285376419,0.157695621210636,0.996386806613002,-4.42927025836337,OnlyComparison,FSCN1,ENSG00000075618,not sig
P82675,0.0698023769085824,0.503071352794568,1.69051977819358,0.139866274712354,0.996386806613002,-4.34588952057195,OnlyComparison,MRPS5,ENSG00000144029,not sig
Q7L5N1,0.0697550445950836,-0.526764111366158,1.49330754662556,0.183992242340346,0.996386806613002,-4.53549387141421,OnlyComparison,COPS6,ENSG00000168090,not sig
P61371,0.0695906197033002,0.524119345309838,1.12790134177059,0.300762386644518,0.996386806613002,-4.86155854969887,OnlyComparison,ISL1,ENSG00000016082,not sig
Q9P015,0.0695688670724468,0.0129555131860908,0.72338357612845,0.49559785219549,0.996386806613002,-5.15460683272121,OnlyComparison,MRPL15,ENSG00000137547,not sig
Q6NYC1,0.069531505878677,-0.91942447088645,0.940265989389698,0.381962217482319,0.996386806613002,-5.00869708925299,OnlyComparison,JMJD6,ENSG00000070495,not sig
Q9NQ86,0.0693788313730845,0.979288726432959,1.11449045347738,0.30605420182065,0.996386806613002,-4.87262275225805,OnlyComparison,TRIM36,ENSG00000152503,not sig
O00425,0.0692921414994134,1.76833284257772,0.868077239545894,0.417411712093071,0.996386806613002,-5.06042231626249,OnlyComparison,IGF2BP3,ENSG00000136231,not sig
Q01484,0.0691804411535626,1.39748368493435,2.03634040986935,0.0859691908770538,0.996386806613002,-4.00439480383889,OnlyComparison,ANK2,ENSG00000145362,not sig
O14972,0.0691618513427391,-0.901266414004414,0.835311570193326,0.434285469936169,0.996386806613002,-5.08289907812516,OnlyComparison,VPS26C,ENSG00000157538,not sig
Q9H8U3,0.0691557646577359,-1.55602277746994,0.297226230669573,0.775919668171483,0.996386806613002,-5.34361789728789,OnlyComparison,ZFAND3,ENSG00000156639,not sig
P10398,0.069065052336051,-1.89381530365105,0.754725631285908,0.477860698813589,0.996386806613002,-5.13534728769762,OnlyComparison,ARAF,ENSG00000078061,not sig
O00458,0.0689894599559335,-1.98685892233822,0.805950036223279,0.449821454250658,0.996386806613002,-5.10248450423384,OnlyComparison,IFRD1,ENSG00000006652,not sig
P11169,0.0689462478640859,0.30060486613393,0.920436474902988,0.391463558360916,0.996386806613002,-5.02319842403093,OnlyComparison,SLC2A3,ENSG00000059804,not sig
Q8TDB8,0.0689462478640859,0.30060486613393,0.920436474902988,0.391463558360916,0.996386806613002,-5.02319842403093,OnlyComparison,SLC2A14,ENSG00000173262,not sig
P28329,0.0685953229248051,-0.0145669953649153,1.23710747857559,0.260473136919716,0.996386806613002,-4.76873739598052,OnlyComparison,CHAT,ENSG00000070748,not sig
A5PKW4,0.0684897515241345,-1.29697507005202,0.477319069347922,0.649358851570267,0.996386806613002,-5.28132840052779,OnlyComparison,PSD,ENSG00000059915,not sig
Q9BZE9,0.0684634858336987,-0.270379598218934,1.02614112947379,0.342864382282538,0.996386806613002,-4.94348591995075,OnlyComparison,ASPSCR1,ENSG00000169696,not sig
Q9UFC0,0.0680947554908203,-1.00657031040432,1.18132800997345,0.280435786901525,0.996386806613002,-4.81673361712471,OnlyComparison,LRWD1,ENSG00000161036,not sig
Q8TAF3,0.0680721608319559,0.107211894809056,0.707043379084542,0.505018239978297,0.996386806613002,-5.16438496009912,OnlyComparison,WDR48,ENSG00000114742,not sig
Q02952,0.0680195893531199,1.16973721001995,1.14247159324009,0.29509988745859,0.996386806613002,-4.84945091733888,OnlyComparison,AKAP12,ENSG00000131016,not sig
P51114,0.0679581371776489,0.828779667687075,1.51347832763996,0.178940759662877,0.996386806613002,-4.51641540922582,OnlyComparison,FXR1,ENSG00000114416,not sig
Q16775,0.0677503672069908,0.970581398881294,1.82724345864605,0.115434227441637,0.996386806613002,-4.21156744535313,OnlyComparison,HAGH,ENSG00000063854,not sig
Q2TBE0,0.0674641351743381,-1.12579276883838,1.0850599038867,0.317938137093882,0.996386806613002,-4.89662702391701,OnlyComparison,CWF19L2,ENSG00000152404,not sig
Q9BQI9,0.067428346144538,-1.21534910516354,0.331612466287651,0.751013238596692,0.996386806613002,-5.33385394618584,OnlyComparison,NRIP2,ENSG00000053702,not sig
Q04727,0.067414315941198,-0.888271408204303,0.768469764228616,0.470221264921394,0.996386806613002,-5.12669626193603,OnlyComparison,TLE4,ENSG00000106829,not sig
Q04724,0.067414315941198,-0.888271408204303,0.768469764228616,0.470221264921394,0.996386806613002,-5.12669626193603,OnlyComparison,TLE1,ENSG00000196781,not sig
Q96CM8,0.0673429972775788,-1.89380657929857,0.475086368317144,0.650863304125856,0.996386806613002,-5.28226574071849,OnlyComparison,ACSF2,ENSG00000167107,not sig
P55084,0.0673269592205814,1.58364851554838,1.40033175617727,0.209019975811934,0.996386806613002,-4.62224494882365,OnlyComparison,HADHB,ENSG00000138029,not sig
Q9HCE3,0.0671583986504858,-1.17067864266116,0.752649465226298,0.479022071997312,0.996386806613002,-5.13664330915942,OnlyComparison,ZNF532,ENSG00000074657,not sig
O00329,0.0670217148372296,-1.18725405147909,1.10139919991576,0.311294247605769,0.996386806613002,-4.88334778277888,OnlyComparison,PIK3CD,ENSG00000171608,not sig
P61225,0.0669585834381998,-0.778433515964637,0.864764045050967,0.419095705971915,0.996386806613002,-5.0627242796009,OnlyComparison,RAP2B,ENSG00000181467,not sig
Q53GQ0,0.0669451047406859,0.00804487861979679,1.77940145460288,0.123469478459382,0.996386806613002,-4.25874471491414,OnlyComparison,HSD17B12,ENSG00000149084,not sig
O60422,0.0668325838159229,-0.640134676941591,1.53807734871753,0.17295494184478,0.996386806613002,-4.49303743823853,OnlyComparison,ONECUT3,ENSG00000205922,not sig
Q9UBC0,0.0668325838159229,-0.640134676941591,1.53807734871753,0.17295494184478,0.996386806613002,-4.49303743823853,OnlyComparison,ONECUT1,ENSG00000169856,not sig
Q8N6T7,0.0664126550324022,-2.34542139103141,0.336197580295688,0.747715863812585,0.996386806613002,-5.33247456252531,OnlyComparison,SIRT6,ENSG00000077463,not sig
Q08379,0.0664034429875429,0.467672817114262,1.44622200760976,0.196301422009217,0.996386806613002,-4.57968451771683,OnlyComparison,GOLGA2,ENSG00000167110,not sig
P47813,0.0663935454082241,0.230516097473474,1.44527085963815,0.196557697015168,0.996386806613002,-4.58057193035531,OnlyComparison,EIF1AX,ENSG00000173674,not sig
O14602,0.0663935454082241,0.230516097473474,1.44527085963815,0.196557697015168,0.996386806613002,-4.58057193035531,OnlyComparison,EIF1AY,ENSG00000198692,not sig
Q04323,0.0663640903328127,0.767275036609413,1.54712993064629,0.170799589304745,0.996386806613002,-4.48440490638575,OnlyComparison,UBXN1,ENSG00000162191,not sig
Q96GM5,0.0663137448114023,0.338851715939999,1.22584424400618,0.264402459336175,0.996386806613002,-4.77852252443092,OnlyComparison,SMARCD1,ENSG00000066117,not sig
P31937,0.0662441025193976,0.594872890443566,1.44652269419759,0.196220469463208,0.996386806613002,-4.57940393488713,OnlyComparison,HIBADH,ENSG00000106049,not sig
O15031,0.0661431728599583,-0.0631161928684631,1.48277158014017,0.186683058509281,0.996386806613002,-4.54542508017674,OnlyComparison,PLXNB2,ENSG00000196576,not sig
Q9UBQ7,0.0661225633376223,0.505436701306367,1.4297789199459,0.200775149514306,0.996386806613002,-4.5949949938799,OnlyComparison,GRHPR,ENSG00000137106,not sig
P10644,0.0660056647182381,0.241071183674774,1.76832085290478,0.125407014229551,0.996386806613002,-4.26964800174092,OnlyComparison,PRKAR1A,ENSG00000108946,not sig
Q92614,0.0657019213887315,1.25725943082006,1.11349845859893,0.306448690152494,0.996386806613002,-4.87343807447751,OnlyComparison,MYO18A,ENSG00000196535,not sig
Q9P2R7,0.0656834002401097,1.14702974184252,1.58679190835991,0.161650078663918,0.996386806613002,-4.44640951098829,OnlyComparison,SUCLA2,ENSG00000136143,not sig
P62714,0.0656149933202759,1.49941812491244,1.61323007611455,0.155810030190553,0.996386806613002,-4.42093607970527,OnlyComparison,PPP2CB,ENSG00000104695,not sig
Q9NQC3,0.0655600307722823,1.64045180443663,1.79932790397432,0.120058375313533,0.996386806613002,-4.23911383616467,OnlyComparison,RTN4,ENSG00000115310,not sig
P50991,0.0655420800456499,1.79240549862321,0.83347096422113,0.43524786324406,0.996386806613002,-5.08414246620739,OnlyComparison,CCT4,ENSG00000115484,not sig
Q9NX24,0.0654501076026575,0.0574027831119049,1.00833244690656,0.350700564887909,0.996386806613002,-4.95732002586161,OnlyComparison,NHP2,ENSG00000145912,not sig
Q8WXA9,0.0653345622293486,0.0449303373963863,1.95559782501958,0.0963349120167526,0.996386806613002,-4.08446982077159,OnlyComparison,SREK1,ENSG00000153914,not sig
Q96F07,0.0652328387307258,0.732012697909017,1.01847435151226,0.346220604118701,0.996386806613002,-4.94946090006172,OnlyComparison,CYFIP2,ENSG00000055163,not sig
Q9Y3C1,0.0651747787667646,0.537273264855296,1.42544178965184,0.201970593774182,0.996386806613002,-4.59902232595281,OnlyComparison,NOP16,ENSG00000048162,not sig
P49411,0.0651216686632257,1.57034132841068,1.38140882518127,0.214479019507018,0.996386806613002,-4.63963605014301,OnlyComparison,TUFM,ENSG00000178952,not sig
Q86UL3,0.0651065371532583,-1.03015566040842,0.985289470765288,0.361050266274092,0.996386806613002,-4.97498341556559,OnlyComparison,GPAT4,ENSG00000158669,not sig
Q8N2G8,0.0650857066518931,-1.11383531183421,0.791806792084555,0.457444717182733,0.996386806613002,-5.11172628183276,OnlyComparison,GHDC,ENSG00000167925,not sig
Q96HC4,0.065077756819903,-0.485963691899894,1.4321872208429,0.200114141198374,0.996386806613002,-4.59275670292762,OnlyComparison,PDLIM5,ENSG00000163110,not sig
Q14257,0.0649884271126699,0.2976943819678,1.17622129476764,0.282327071242574,0.996386806613002,-4.82106819193872,OnlyComparison,RCN2,ENSG00000117906,not sig
Q9H4G0,0.0649414930656509,1.33910027848065,0.985351245337753,0.361022201970325,0.996386806613002,-4.97493642605368,OnlyComparison,EPB41L1,ENSG00000088367,not sig
Q9UGI8,0.0647680626566639,0.969825576360625,1.06486501152415,0.326310133304971,0.996386806613002,-4.91287215067246,OnlyComparison,TES,ENSG00000135269,not sig
P68032,0.0646727654904684,1.20185903148399,0.967968722607539,0.368986866078698,0.996386806613002,-4.98808031799974,OnlyComparison,ACTC1,ENSG00000159251,not sig
P63267,0.0646727654904684,1.20185903148399,0.967968722607539,0.368986866078698,0.996386806613002,-4.98808031799974,OnlyComparison,ACTG2,ENSG00000163017,not sig
P62736,0.0646727654904684,1.20185903148399,0.967968722607539,0.368986866078698,0.996386806613002,-4.98808031799974,OnlyComparison,ACTA2,ENSG00000107796,not sig
P68133,0.0646727654904684,1.20185903148399,0.967968722607539,0.368986866078698,0.996386806613002,-4.98808031799974,OnlyComparison,ACTA1,ENSG00000143632,not sig
Q12962,0.0646223299249131,-1.72742141263762,0.531360250569638,0.613504346233757,0.996386806613002,-5.25742664940295,OnlyComparison,TAF10,ENSG00000166337,not sig
Q99426,0.0646128416993852,1.0462634024663,1.24146540684439,0.258966439597066,0.996386806613002,-4.76493908894171,OnlyComparison,TBCB,ENSG00000105254,not sig
Q7L523,0.0645239226923618,0.182039695811212,1.3522577410844,0.223140553937342,0.996386806613002,-4.66623353881217,OnlyComparison,RRAGA,ENSG00000155876,not sig
Q5VZM2,0.0645239226923618,0.182039695811212,1.3522577410844,0.223140553937342,0.996386806613002,-4.66623353881217,OnlyComparison,RRAGB,ENSG00000083750,not sig
P46782,0.064455271233709,1.78080973834456,1.48834465508853,0.185255230429986,0.996386806613002,-4.54017488122628,OnlyComparison,RPS5,ENSG00000083845,not sig
P21281,0.0644444888115989,1.35072911792355,1.17157308545147,0.284057952965202,0.996386806613002,-4.8250045958376,OnlyComparison,ATP6V1B2,ENSG00000147416,not sig
Q4U2R6,0.064302618164095,-0.0230455702269976,1.08423604985314,0.318276197342601,0.996386806613002,-4.89729340114726,OnlyComparison,MRPL51,ENSG00000111639,not sig
Q15691,0.0642156638003928,1.41283423263627,1.30245938523198,0.238662402287617,0.996386806613002,-4.71108913785946,OnlyComparison,MAPRE1,ENSG00000101367,not sig
P06732,0.0639142305785523,-1.82685364833077,0.466977308993459,0.656342394896605,0.996386806613002,-5.28563622571889,OnlyComparison,CKM,ENSG00000104879,not sig
P82912,0.0638260158408422,-0.407548545112434,1.85374832074867,0.111205773953159,0.996386806613002,-4.18537186344354,OnlyComparison,MRPS11,ENSG00000181991,not sig
P62508,0.0637268511938738,-0.276546785525299,1.64638244314056,0.148769499389933,0.996386806613002,-4.38884427302454,OnlyComparison,ESRRG,ENSG00000196482,not sig
Q9BW83,0.0636764473910224,-0.340442131228681,0.293447907655147,0.778674748223921,0.996386806613002,-5.34462792843566,OnlyComparison,IFT27,ENSG00000100360,not sig
Q9H993,0.0635845260693023,-0.81499892829295,0.886144356015301,0.408316837795762,0.996386806613002,-5.04775611925492,OnlyComparison,ARMT1,ENSG00000146476,not sig
Q99615,0.0631928134147362,0.150185894156471,0.942445585256745,0.380928748669856,0.996386806613002,-5.0070899880298,OnlyComparison,DNAJC7,ENSG00000168259,not sig
P05067,0.0631913936393682,1.06441621094611,1.98427679273388,0.0925169173554142,0.996386806613002,-4.05602502223858,OnlyComparison,APP,ENSG00000142192,not sig
P78310,0.0631125777296435,1.03482782846922,0.809009749552093,0.448184191203868,0.996386806613002,-5.10046856347924,OnlyComparison,CXADR,ENSG00000154639,not sig
